dim	coefficient
0	0.06146932803123762
1	0.019338476668254792
2	0.007467633054039774
3	-0.00047453775512741603
4	0.0461136575423773
5	0.04219666591564385
6	0.04099087062338229
7	0.05672571129492371
8	-0.014249975938223513
9	0.04454488368090486
10	-0.006498600196555092
11	-0.002541745367314052
12	-0.02232390716806036
13	0.05285070419970587
14	0.07318881999867494
15	0.026304072615055775
16	-0.044801753962213905
17	0.0498604597957156
18	-0.02454533806622327
19	0.02056591984792583
20	-0.02644341645389497
21	0.09886503373317843
22	0.03951506029417748
23	0.003630506352829632
24	-0.015584033446944232
25	0.02736385377618379
26	0.09939889739071467
27	-0.016026671103388804
28	-0.06622224261873796
29	0.011809846491345505
30	0.11106416309769503
31	0.03253927392480748
32	-0.03489864672496143
33	-0.11779628962786425
34	-0.08542734937415757
35	0.025342187604536777
36	-0.03421778768978163
37	0.05610585060958939
38	0.03663844573540462
39	0.018762783241114883
40	-0.0020127098325215427
41	-0.009122066369108704
42	0.03523110827518748
43	-0.0816014057246301
44	-0.018211278127578844
45	-0.05878464489297021
46	0.022592900066193626
47	0.056130752003364086
48	0.07968299194806978
49	-0.0918563082909662
50	0.019104002535821833
51	-0.03712718042560088
52	-0.029989732916373992
53	-0.04201740562328715
54	-0.013675013509975263
55	-0.034883249121521576
56	-0.005892793925390929
57	0.018908821125090403
58	-0.013201397822269102
59	-0.005042972020198315
60	-0.0009840971542440149
61	0.040458794480704156
62	0.00474332039488257
63	0.05711559887741839
64	-0.06749433230881104
65	-0.049340897818816884
66	-0.08388159177393659
67	-0.00881764674136427
68	0.016268165465589908
69	-0.027466226830844223
70	0.007324090479697093
71	-0.06547274267112227
72	0.08516010770673452
73	0.013489679713999721
74	0.1201428847459563
75	-0.023094252068774076
76	-0.0466092019442443
77	0.029872159728984497
78	0.06200188316855093
79	-0.012547715436218508
80	-0.03233859745131706
81	-0.11022686775279386
82	-0.06637579504877415
83	-0.06081502850383558
84	0.057457575362260455
85	0.045871309312549555
86	-0.04077975003403028
87	0.044210354859482326
88	0.03783094041295178
89	0.018675075447557865
90	0.0309683687002901
91	0.08439990651723017
92	0.005995866749948977
93	0.06565948732445201
94	0.008547236780760145
95	0.029976082737342823
96	-0.11596965875735343
97	0.037001425025038795
98	-0.020108708547364997
99	-0.0676064150510872
100	0.03354269800767562
101	0.008551678392042494
102	-0.0035836436876476923
103	-0.10649106679717585
104	-0.055040359456341656
105	0.08561287518172554
106	-0.0326835783723044
107	-0.006798516485920749
108	-0.0935522465520538
109	0.003961870757021805
110	0.049540641455683564
111	-0.04056843168189206
112	-0.004325367296406967
113	0.07989949738279352
114	-0.0064912385822387215
115	0.0032362742835199375
116	-0.050248651409208964
117	0.02231607143980304
118	0.016697317212509877
119	-0.002437162000126513
120	-0.020862284938060333
121	-0.05085297336376352
122	-0.008079037713186778
123	0.04429974198652771
124	0.062215596035280187
125	-0.002297939008821503
126	-0.007471975399875406
127	-0.02869330956688121
128	0.027942497855318552
129	0.04984581955062918
130	0.017453536139001167
131	-0.07226839897257886
132	0.031074259394556675
133	-0.07724008123996061
134	0.08882294927488989
135	0.029203468342110052
136	0.018194199787079753
137	0.04025681351466053
138	-0.006688789792428922
139	0.016835720713833012
140	0.024634388935267176
141	0.028073266682210857
142	0.0099106846887109
143	0.01658869051497924
144	0.006486159755842297
145	0.028794032499651165
146	-0.025088318891339303
147	0.07042032179099929
148	0.04689852914484773
149	-0.001406681685303614
150	0.013373929435228832
151	-0.02823700575914439
152	-0.013960623346929608
153	-0.04295625721674253
154	0.017253253202503902
155	-0.03022175989740792
156	0.016526917048192147
157	-0.04379747633397045
158	0.026244146373539872
159	-0.051747851635251425
160	0.06491585859965103
161	-0.0031962924968468084
162	0.03018839117854483
163	0.06519143746846387
164	0.011629347476119593
165	0.02594803425219351
166	-0.012831542815032553
167	0.14347957722534194
168	0.07449315310068501
169	0.10043853965132772
170	0.04101730678792263
171	0.0030047413827380466
172	0.024944148630536345
173	0.046622906077933
174	0.038234355956967336
175	-0.0025481668733619927
176	-0.05276463066084485
177	-0.06497265173057526
178	-0.013135221265930062
179	0.029814770958377132
180	-0.007089506919787811
181	-0.007907286665669613
182	0.07782677337021754
183	-0.04963127549173266
184	0.00653935229573128
185	0.007884450186588468
186	0.04487962488073141
187	0.07696301652433889
188	0.05803859318940986
189	-0.008012187542427683
190	0.00415254954798835
191	0.08158061011236796
192	0.0068435378736442275
193	-0.0326420538960291
194	0.0589588314853914
195	-0.04611830957308044
196	0.09882692128562146
197	-0.003024670976199382
198	-0.028174513422771864
199	0.06571819925807404
200	-0.05047989030965074
201	0.01760720201959849
202	0.021287230502835045
203	0.046455546203341816
204	0.048364734272820786
205	-0.02243243382699562
206	0.03210397775497703
207	-0.02267204516280209
208	0.012936751208984527
209	-0.04841762729640948
210	-0.015045529868227145
211	-0.013367872675633805
212	0.06331353627956211
213	-0.04707432767166658
214	-0.012700866193752632
215	-0.11186111632217771
216	0.060880176011133394
217	0.048433582785288774
218	0.007006925365848463
219	-0.03518365076540385
220	-0.06306460631961033
221	-0.0559259781641399
222	0.07836219916041537
223	0.007979052346887552
224	-0.0020930835824585214
225	0.016638191932322504
226	-0.006345977541953124
227	-0.05888863110103894
228	-0.017340478022519517
229	-0.06752971886063401
230	0.08421591829024314
231	-0.017329847237583573
232	-0.07406875238622038
233	-0.031038533559106476
234	0.02929818741531647
235	-0.012989342958966688
236	0.04173343454480511
237	0.06745444959255534
238	0.021358654522872507
239	0.03068980685618854
240	0.025287131621772912
241	-0.013063530945910114
242	-0.05665759869306624
243	-0.07620936873940519
244	0.06521358966564343
245	0.013853360408853928
246	-0.03060314984463187
247	0.039841433073189776
248	-0.024575675417329083
249	-0.07111597703229827
250	0.02626831341422548
251	0.003718032233036503
252	-0.032800221172426675
253	0.03157173548204902
254	0.10798581648910738
255	-0.013921245223603777
256	0.06577241592359258
257	-0.03783124707907362
258	0.08094082870480918
259	-0.06256716216189336
260	0.03571013456420556
261	0.01828018533714531
262	0.025710365444599426
263	0.088674451856696
264	0.08116853518305948
265	0.020569415354265434
266	0.03379471021728916
267	0.12250802750935108
268	0.07195470834139661
269	0.009199098874923466
270	0.015845540655170656
271	-0.01840696278691575
272	-0.03756317117555814
273	-0.09951114171940245
274	0.02820401771976592
275	0.023199439722106748
276	0.10414531517591191
277	0.0027741931070785764
278	-0.051314916555494
279	0.12616414716487506
280	-0.04471802902491885
281	0.03784442680650706
282	0.1122563592139134
283	-0.08905863728371397
284	-0.08570943034356729
285	0.05759767251809278
286	0.025053214315878543
287	-0.0040527179529995265
288	-0.02929684890234289
289	0.015476284189068575
290	0.03785764840023183
291	-0.020412010898570223
292	-0.022009958877614703
293	-0.09894604006971801
294	0.08639639532401472
295	0.003003753667605958
296	0.014488593929903176
297	0.024880942633930706
298	0.08856678468412806
299	0.009149943471354244
300	0.03343415300078584
301	0.07839668028782303
302	-0.05931092959157829
303	0.07983458351194707
304	0.02218670961233047
305	0.050351691081941645
306	0.0768804935164157
307	-0.05996543317109905
308	0.06700752008260502
309	0.03574427643899071
310	0.05272075278680392
311	0.017077604775205854
312	0.03855576927914952
313	-0.023316975618183716
314	-0.029293535146449154
315	0.016226204522770717
316	0.06788954974187572
317	-0.023972804013438636
318	0.04769658855745859
319	-0.022113563932466128
320	0.030123634281622305
321	0.017890746799227326
322	0.04606036644718038
323	0.0037801973446632622
324	0.04399287777277448
325	-0.06385216849560353
326	-0.004715832357155001
327	-0.001980406653057631
328	0.11147627903254335
329	0.03301675568128429
330	-0.017593223767795294
331	-0.0060324771049972276
332	-0.08297743398305901
333	0.001704712391859011
334	0.04771132042823934
335	-0.014293124900282027
336	-0.000552747793768224
337	-0.042829033388031706
338	0.03367485789920094
339	0.042956863432406386
340	-0.06577765029529714
341	0.06735639597499628
342	0.037010533271104554
343	0.007438732874326106
344	0.07379260028712767
345	-0.06853937199596673
346	0.04151876417347132
347	0.08043888289828573
348	0.0925395705444768
349	-0.004924611694348468
350	0.03022954017002062
351	-0.07026921507756133
352	0.045545754407633185
353	-0.13042902570226342
354	0.005093342467642497
355	0.023997689438301894
356	0.010155028452254763
357	0.01751984061820851
358	0.047905574314673814
359	-0.1540803676187645
360	0.019566358869343038
361	0.026462112957751357
362	0.05800748283295347
363	-0.04944119706520847
364	-0.08029229891816198
365	-0.00016350034294255328
366	0.020550948676233326
367	0.07008519724963165
368	0.05778306876531856
369	-0.045190934576984906
370	-0.05420770646914197
371	-0.08662377604763002
372	0.04031241848281911
373	0.04668481370193595
374	-0.0006782734519378752
375	0.07360559396491564
376	-0.004419931443070487
377	0.06377699965759749
378	0.05691977398451894
379	0.018261563083393637
380	4.35059501822585e-05
381	0.023562335283039835
382	0.013731766573685713
383	0.043393530895900215
384	-0.00444946247921558
385	0.08928618655663895
386	0.020031718281871416
387	0.10907628277525194
388	-0.011961504318024977
389	0.06456138617337488
390	-0.015288367652469353
391	0.005133755900333013
392	0.028195957199046058
393	-0.05628531348636867
394	0.057396976768075814
395	-0.008097885878309407
396	0.05032153476826374
397	0.0030739224039027795
398	0.06624618908041499
399	0.07990106864009561
400	0.04059526409885903
401	0.03651646207506562
402	0.05947871045417063
403	0.006064298895810855
404	0.01856678392757437
405	-0.03837703726973234
406	0.0052445619692086404
407	0.09756249402794188
408	0.01814137295064942
409	0.018666662010113834
410	0.03377322405711028
411	0.005686904061900288
412	0.10605504603303696
413	0.010825739289506725
414	-0.027906719177428697
415	-0.04031352300195544
416	0.08336885803251824
417	0.11915987170009651
418	-0.011641051247355073
419	0.04781494914776736
420	-0.02692013792122757
421	0.032334513683799845
422	0.024218030138967138
423	0.03372751036411153
424	0.026276456060365487
425	-0.03552881722177843
426	0.04568553230150197
427	0.01563997230874411
428	0.12116872288866559
429	0.0964641367635692
430	0.01870371006077982
431	-0.016012438746248185
432	0.03244112814670937
433	0.027708075225293494
434	-0.025734228053004876
435	0.04760870374263076
436	0.016818087555598955
437	-0.0549749766211235
438	-0.006033032507675299
439	-0.02851637480016272
440	0.0016299570013861737
441	0.002800675192463969
442	-0.00478167608505853
443	0.020621017383535757
444	0.03580685151293142
445	-0.02752857840248544
446	0.0010857945747294213
447	0.07687907363393819
448	0.07612422245323618
449	-0.057706839899962184
450	0.04105583989792257
451	0.056890042308180754
452	-0.1229558512381727
453	-0.0541760638083707
454	0.06777501863947887
455	0.04623068193106568
456	-0.036295202752478474
457	-0.09353159679618106
458	0.053780311107495
459	-0.03885041712241293
460	0.04732919457504786
461	-0.030910125172663436
462	0.045151493851129924
463	-0.05531161093835458
464	-0.03900048150902577
465	-0.0002865527357462372
466	0.023317283234743722
467	0.055798605642057617
468	0.04673399660936284
469	0.06108795258065319
470	-0.061364051829538115
471	-0.029942407070075953
472	0.016247304698362098
473	0.0009731246800639901
474	0.03750986073818436
475	0.11694192545104753
476	0.07359543144687711
477	0.056505530312076196
478	0.04996172327630713
479	0.06726727180823575
480	0.13623455961433506
481	0.0038242808001518504
482	-0.053916727185834526
483	-0.04770538846291352
484	0.036281687126648324
485	0.041999225429960214
486	-0.03259342231438094
487	0.04311007092788863
488	-0.04984386950618757
489	0.06925860870880167
490	-0.048147537758285085
491	0.014036949339977898
492	0.011303660405359043
493	0.07456926682088404
494	-0.018435898399469724
495	-0.04102781461253499
496	-0.07219907122346787
497	0.024629074808788926
498	0.03164920355698817
499	0.017696780086315485
500	-0.011816298441534742
501	0.050980566859119614
502	-0.00957751822378066
503	0.012430550356169218
504	0.048196896689041986
505	0.07085204715874215
506	0.11055776238859617
507	0.03472773258247247
508	-0.036400010825802784
509	-0.017392005440163696
510	-0.004655310557285401
511	0.02885964013833655
512	-0.03625121801432758
513	0.05043424562211428
514	-0.020326062620693072
515	0.07578458263586454
516	0.006250891866962829
517	0.08428140799083009
518	-0.034526216535474025
519	0.07160088239549803
520	-0.03445860734686963
521	0.0344888861737659
522	0.0022987223918784286
523	0.05841356211188739
524	-0.03715698256946381
525	0.05040711868312329
526	-0.033557581250745455
527	0.07499395048459444
528	0.04319067738901833
529	-0.006634038936489277
530	-0.04487217623223932
531	0.044037049187490226
532	0.0458768886991307
533	-0.03818019485293859
534	0.02890642077796162
535	-0.024518880079158104
536	0.03465002020682518
537	-0.00904634262734039
538	0.059154279546190854
539	-0.015702202668047546
540	-0.10474470238300664
541	0.029443661273270003
542	-0.06987571430950225
543	0.005569498295740334
544	-0.03186920191834935
545	0.027460980405987715
546	0.03629966251009267
547	-0.07412854472003308
548	-0.004033606452064239
549	0.08309489654772013
550	0.06943793210319478
551	0.013624796881683264
552	0.05222042832479016
553	0.04447952028089632
554	-0.03585978219927998
555	-0.0459693730041591
556	0.010533772721969972
557	-0.014514803263984112
558	-0.00646296980339536
559	-0.06805259082055079
560	-0.003989327366196462
561	-0.0021539069803219926
562	-0.012906518099214993
563	0.03837905200589076
564	0.023730030218743252
565	0.023082155427260425
566	-0.018660187475207868
567	-0.030711049606639694
568	0.08484871069009081
569	-0.03492591016115908
570	0.05911499073303002
571	0.05090942075287995
572	0.06774787520246817
573	0.12813710710791062
574	0.05211401157988595
575	-0.011980865849850093
576	0.01242051206180732
577	0.06375114910920435
578	-0.01876372972415079
579	0.008195008792146779
580	0.03307337179176468
581	-0.047400886323247605
582	-0.004496745224046295
583	0.11145679982655918
584	-0.09559889081322846
585	0.05833462782163695
586	0.07766848696849904
587	0.02480440578336091
588	0.04900355032469389
589	0.03813512723447564
590	0.06507893456251322
591	-0.09425004938044707
592	0.018052957761596412
593	-0.08425928168506885
594	-0.002446231266825607
595	0.030465609167728742
596	0.028187376241291712
597	-0.15164139706841137
598	0.04560648325170792
599	-0.025417072220387308
600	0.0022703507580990843
601	0.06447800714960601
602	-0.014964678560319413
603	0.036427921975412836
604	-0.0040560502564508305
605	0.01310292351009023
606	-0.05101548940644235
607	0.03135198196052634
608	0.07168713744396064
609	0.010157103115035836
610	0.08639036598500391
611	0.08895049659075063
612	0.040108557620695866
613	-0.026437094165184197
614	-0.0026074007957156984
615	-0.0011340750258814723
616	-0.013145296025318703
617	0.01637785590733735
618	-0.03724708323571397
619	0.03287243523004552
620	0.018638400320097604
621	0.10535267815235234
622	0.06187277195308456
623	0.053792463110936474
624	0.043911413267524915
625	-0.057564487717815416
626	-0.01247147786259552
627	0.027742391700221775
628	-0.05314906395294609
629	-0.010127186991276677
630	0.008784977791264869
631	0.09062115037820573
632	0.0961628984252393
633	0.04554940623629824
634	-0.01547903727426472
635	-0.02029992058707308
636	-0.031239372386161795
637	0.06179203171302838
638	0.005176364632821003
639	-0.048728390790202206
640	-0.05167979828314836
641	0.02421959336222117
642	-0.03121474283760809
643	-0.03735324667172156
644	-0.00810532145362453
645	0.002220370541215596
646	-0.0609464887455734
647	-0.042030760206218445
648	0.02780502578534285
649	-0.021516383202900453
650	-0.03143968869828376
651	-0.018948159942481543
652	0.09482175739543615
653	-0.004721662173027452
654	0.09618692354090494
655	-0.07297509336744129
656	0.08068573495486184
657	-0.07672309368576632
658	-0.04053650819275717
659	0.0074798582636418295
660	0.11763944197122539
661	0.007178009576709457
662	-0.0516278598998589
663	-0.015524248763739406
664	0.02281932764028547
665	-0.00691273308874708
666	-0.08250619850699079
667	0.004962325482153297
668	0.022644258612227592
669	0.11337746011079099
670	-0.053983835259794444
671	0.00282370602214333
672	0.064821746149107
673	0.021232700434147874
674	0.05158060287676677
675	0.013139370787263478
676	-0.052830035623127936
677	0.0031299621952608193
678	0.018702480187512676
679	0.008958671619326829
680	0.06016454457755388
681	-0.006390753806672966
682	-0.020902046736873008
683	0.051761190862414576
684	0.06312573122495774
685	-0.09997084657714969
686	0.025907551928675054
687	-0.026519166800241578
688	0.043861826042998125
689	-0.053110597998354506
690	0.10655318898347746
691	0.02222928853279367
692	-0.03232157356498961
693	0.07636162084387352
694	0.17528120596359992
695	0.04083783966217867
696	0.07863008782970239
697	-0.02730789302284238
698	-0.0396971580954067
699	-0.06703296698211766
700	-0.024309972962351566
701	-0.035749821177481336
702	-0.0057182454385466645
703	-0.020862878115155012
704	0.18926718318833716
705	-0.021316630173077833
706	0.013015528065360023
707	-0.061480331140500166
708	0.01668138637279429
709	0.03628104375249222
710	0.07981455156995701
711	-0.018189521317370422
712	0.05743784119032838
713	0.0855572177586008
714	0.004134400693822281
715	0.10668493079993792
716	0.02797875885062793
717	0.03267349422420409
718	-0.008264163352321788
719	-0.01464847499735476
720	0.01729732668324223
721	-0.06340512862130532
722	0.1470671906286871
723	0.053705707401771455
724	-0.09956609027330299
725	0.01864731110192632
726	0.06342263069659551
727	0.03927253173047751
728	0.06107139881282845
729	-0.031865570339591864
730	0.043249279470510986
731	-0.016018852437526966
732	0.059578632882091836
733	-0.0025923488089670387
734	-0.0021907740848535386
735	0.0356443162803619
736	0.029917734486813296
737	0.024441789019056026
738	0.010562074803469525
739	0.03664832635688818
740	0.04710113373715992
741	0.001208911183059374
742	-0.054685823447635784
743	-0.06545214489301006
744	0.05104151666908251
745	0.013387854353331195
746	0.10866045328732954
747	0.10397618089855762
748	-0.056437063536258554
749	-0.0005485838076941434
750	-0.025058189563839116
751	-0.04980559179964058
752	0.08178768349761198
753	0.0014019600885542337
754	0.00991364743337662
755	0.026676433521273312
756	-0.016863203044181978
757	0.05886842249010445
758	0.03885097794611764
759	0.017439115650729677
760	0.024590392679200768
761	0.029773903817561106
762	0.10279393887898311
763	0.015261106337171362
764	0.023049948689276865
765	0.06380269441603043
766	-0.09035622742220906
767	0.060198330973794775
